[04-08 15:02:24.891]create bugbear471  pos = 91765 123732, angle = 145, rTime = 60
[04-08 15:50:54.985]create bugbear350  pos = 166753 383714, angle = 160, rTime = 180
[04-08 15:50:54.985]create bugbear350  pos = 164771 384456, angle = 205, rTime = 180
[04-08 15:50:54.985]create bugbear350  pos = 165937 384211, angle = 160, rTime = 180
[04-08 15:50:54.985]create bugbear350  pos = 164614 373571, angle = 325, rTime = 180
[04-08 15:50:54.985]create bugbear350  pos = 163810 374696, angle = 295, rTime = 180
[04-08 15:50:54.985]create bugbear350  pos = 164411 376256, angle = 235, rTime = 180
[04-08 15:50:54.985]create bugbear350  pos = 163473 375287, angle = 250, rTime = 180
[04-08 15:50:54.985]create bugbear350  pos = 166860 373531, angle = 40, rTime = 180
[04-08 15:50:54.985]create bugbear350  pos = 168575 373855, angle = 355, rTime = 180
[04-08 15:50:54.985]create bugbear350  pos = 169477 373775, angle = 355, rTime = 180
[04-08 15:50:54.985]create bugbear350  pos = 170697 373213, angle = 325, rTime = 180
[04-08 15:50:54.985]create bugbear350  pos = 171386 372331, angle = 340, rTime = 180
[04-08 15:50:54.985]create bugbear350  pos = 172339 372887, angle = 25, rTime = 180
[04-08 15:50:54.985]create bugbear350  pos = 164879 375573, angle = 250, rTime = 180
[04-08 15:50:54.985]create bugbear272  pos = 164213 374531, angle = 175, rTime = 30
[04-08 15:50:54.985]create bugbear272  pos = 164452 374737, angle = 205, rTime = 30
[04-08 15:50:54.985]create bugbear668  pos = 164169 374827, angle = 243, rTime = 7200
[04-08 15:50:54.985]create bugbear350  pos = 163564 374437, angle = 295, rTime = 180
[04-08 15:50:54.985]create bugbear350  pos = 163262 374720, angle = 280, rTime = 180
[04-08 15:50:54.985]create bugbear350  pos = 163077 375082, angle = 265, rTime = 180
[04-08 15:50:54.985]create bugbear350  pos = 163619 374964, angle = 295, rTime = 180
[04-08 15:50:54.985]create bugbear350  pos = 163862 375312, angle = 220, rTime = 180
[04-08 15:50:54.985]create bugbear350  pos = 164206 375214, angle = 160, rTime = 180
[04-08 15:50:54.985]create bugbear350  pos = 164633 375282, angle = 190, rTime = 180
[04-08 15:50:54.985]create bugbear350  pos = 164583 375710, angle = 265, rTime = 180
[04-08 15:50:54.985]create bugbear350  pos = 164348 375971, angle = 280, rTime = 180
[04-08 15:50:54.985]create bugbear350  pos = 163849 374097, angle = 325, rTime = 180
[04-08 15:50:54.985]create bugbear350  pos = 163595 375570, angle = 205, rTime = 180
[04-08 15:50:54.985]create bugbear350  pos = 164055 373878, angle = 325, rTime = 180
[04-08 15:50:54.985]create bugbear637  pos = 24796 27669, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 17446 23024, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 16585 23271, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 17240 24118, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 18264 23770, angle = 265, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 20202 23056, angle = 265, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 24191 27689, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 23583 26985, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 8415 9454, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 25362 30228, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 31932 16108, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 30666 16963, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 34175 10674, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 37016 12275, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 46810 22171, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 45318 28475, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 11525 11458, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 46041 22634, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 47333 22956, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 12233 15643, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 49014 24331, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 44271 30135, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 49970 34261, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 49261 35970, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 47885 37375, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 55031 33447, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 55920 36889, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 51948 37543, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 51336 36452, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 64345 21250, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 67745 23550, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 70727 25246, angle = 147, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 71790 28608, angle = 358, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 73932 31337, angle = 168, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 72853 34544, angle = 168, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 73821 27126, angle = 168, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 73471 22641, angle = 271, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 72097 17062, angle = 271, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 71439 11378, angle = 271, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 71284 7862, angle = 61, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 69577 9587, angle = 188, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 74825 13091, angle = 188, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 92103 37124, angle = 188, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 91054 40465, angle = 188, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 91636 38646, angle = 188, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 91937 43399, angle = 188, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 92980 45128, angle = 153, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 98091 45919, angle = 153, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 98811 48310, angle = 153, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 98839 45900, angle = 153, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 99306 44220, angle = 349, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 106850 38421, angle = 349, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 104677 30125, angle = 349, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 103278 25386, angle = 349, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 101224 20765, angle = 349, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 98537 15683, angle = 258, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 98200 8102, angle = 338, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 97510 10584, angle = 42, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 97241 13576, angle = 42, rTime = 50
[04-08 15:50:54.985]create bugbear638  pos = 201929 58893, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 7642 46901, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 8233 48788, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 7849 49128, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 8429 49228, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 9023 41033, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 8550 41535, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 9593 41825, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 8733 35820, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 7904 36156, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 7342 35299, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 6951 32127, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 7207 32588, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 9385 25362, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 8635 26632, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 9968 26850, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 13498 30557, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 12678 31575, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 14162 31630, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 16530 26987, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 14893 28708, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 17808 29203, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 17910 31458, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 16063 33230, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 19541 35829, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 18188 36875, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 21287 38129, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 21174 39493, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 22194 33383, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 20452 30300, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 24176 36001, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 23685 36582, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 22118 24655, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 20762 25335, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 11521 16365, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 13140 16529, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 12150 23328, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 11672 24079, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 12927 24044, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 28933 37438, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 29408 33289, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 27715 29593, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 29335 24712, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 27641 24813, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 27523 20230, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 26955 20536, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 27284 15467, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 28051 16312, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 24904 11428, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 25775 8957, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 29361 10184, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 32120 12951, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 34184 17002, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 34219 20725, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 33151 24499, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 31523 27978, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 34964 30384, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 34588 30821, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 35250 30910, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 32065 36665, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 34694 40688, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 36707 47455, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 38646 43660, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 39219 39606, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 40435 35966, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 39633 31808, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 42250 27450, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 40550 23738, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 43666 20321, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 38808 17142, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 41344 13895, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 38954 10712, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 40715 7496, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 42875 6112, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 44092 10530, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 44352 13828, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 45471 17684, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 47220 21323, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 49866 23004, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 49871 25349, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 46167 30156, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 49630 33260, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 47520 36550, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 45154 40986, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 49969 42644, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 47225 42304, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 54435 41939, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 56612 37240, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 54622 32605, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 56891 28319, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 54873 24527, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 56862 20657, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 53618 15477, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 55850 11648, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 52463 8053, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 55696 5976, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 60962 9705, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 62143 13688, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 64287 17757, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 63848 21692, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 65713 24901, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 63258 26854, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 68366 27677, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 65927 32234, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 71312 35111, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 74452 40900, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 67677 45825, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 77942 43996, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 77501 44530, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 78469 44595, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 78192 33957, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 81004 27336, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 79217 23753, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 77404 20130, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 78390 15417, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 76338 9450, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 76849 9465, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 81362 8100, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 82084 13210, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 82034 17614, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 84822 24510, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 88466 29366, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 86011 32396, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 85645 35249, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 84273 39360, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 87466 42208, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 83296 45466, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 84325 45482, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 83835 46209, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 94476 43663, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 98665 39672, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 95357 34830, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear637  pos = 93810 62627, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear638  pos = 101104 8951, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear638  pos = 101277 10416, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear638  pos = 102434 11902, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear638  pos = 105085 18180, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear638  pos = 105007 20146, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear638  pos = 105804 21357, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear638  pos = 105600 21696, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear638  pos = 107886 27721, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear638  pos = 104620 33556, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear638  pos = 111223 37978, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear638  pos = 109354 43505, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear638  pos = 111324 46081, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear638  pos = 115886 40464, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear638  pos = 117552 36121, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear638  pos = 120147 30097, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear638  pos = 118826 26356, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear638  pos = 120791 21530, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear638  pos = 120459 22090, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear638  pos = 121447 22035, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear638  pos = 122859 14448, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear638  pos = 123860 14333, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear638  pos = 124750 8275, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear638  pos = 128005 10576, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear638  pos = 130510 13961, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear638  pos = 130122 14639, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear638  pos = 135582 20583, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear638  pos = 134758 21261, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear638  pos = 139164 26307, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear638  pos = 139971 26299, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear638  pos = 139154 33492, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear638  pos = 140734 38714, angle = 145, rTime = 50
[04-08 15:50:54.985]create bugbear638  pos = 140445 43475, angle = 145, rTime = 50
[04-08 15:50:55.001]create bugbear638  pos = 141841 43355, angle = 145, rTime = 50
[04-08 15:50:55.001]create bugbear638  pos = 145852 48644, angle = 145, rTime = 50
[04-08 15:50:55.001]create bugbear638  pos = 152337 43135, angle = 145, rTime = 50
[04-08 15:50:55.001]create bugbear638  pos = 153298 40037, angle = 145, rTime = 50
[04-08 15:50:55.001]create bugbear638  pos = 154156 34487, angle = 145, rTime = 50
[04-08 15:50:55.001]create bugbear638  pos = 153598 34822, angle = 145, rTime = 50
[04-08 15:50:55.001]create bugbear638  pos = 156676 31249, angle = 145, rTime = 50
[04-08 15:50:55.001]create bugbear638  pos = 158216 27849, angle = 145, rTime = 50
[04-08 15:50:55.001]create bugbear638  pos = 158018 28138, angle = 145, rTime = 50
[04-08 15:50:55.001]create bugbear638  pos = 162088 18883, angle = 145, rTime = 50
[04-08 15:50:55.001]create bugbear638  pos = 163636 19380, angle = 145, rTime = 50
[04-08 15:50:55.001]create bugbear638  pos = 166734 10072, angle = 145, rTime = 50
[04-08 15:50:55.001]create bugbear638  pos = 169951 7702, angle = 145, rTime = 50
[04-08 15:50:55.001]create bugbear638  pos = 171386 7273, angle = 145, rTime = 50
[04-08 15:50:55.001]create bugbear638  pos = 174179 14527, angle = 145, rTime = 50
[04-08 15:50:55.001]create bugbear638  pos = 178378 20902, angle = 145, rTime = 50
[04-08 15:50:55.001]create bugbear638  pos = 181466 26861, angle = 145, rTime = 50
[04-08 15:50:55.001]create bugbear638  pos = 179411 32362, angle = 145, rTime = 50
[04-08 15:50:55.001]create bugbear638  pos = 178983 32883, angle = 145, rTime = 50
[04-08 15:50:55.001]create bugbear638  pos = 180182 32958, angle = 145, rTime = 50
[04-08 15:50:55.001]create bugbear638  pos = 181193 37406, angle = 145, rTime = 50
[04-08 15:50:55.001]create bugbear638  pos = 182160 40086, angle = 145, rTime = 50
[04-08 15:50:55.001]create bugbear638  pos = 181823 40994, angle = 145, rTime = 50
[04-08 15:50:55.001]create bugbear638  pos = 183806 40888, angle = 145, rTime = 50
[04-08 15:50:55.001]create bugbear638  pos = 184574 46673, angle = 145, rTime = 50
[04-08 15:50:55.001]create bugbear638  pos = 183520 47372, angle = 145, rTime = 50
[04-08 15:50:55.001]create bugbear638  pos = 185680 54619, angle = 145, rTime = 50
[04-08 15:50:55.001]create bugbear638  pos = 185258 55044, angle = 145, rTime = 50
[04-08 15:50:55.001]create bugbear638  pos = 186114 55192, angle = 145, rTime = 50
[04-08 15:50:55.001]create bugbear638  pos = 184293 59520, angle = 145, rTime = 50
[04-08 15:50:55.001]create bugbear638  pos = 192040 46886, angle = 145, rTime = 50
[04-08 15:50:55.001]create bugbear638  pos = 198172 39912, angle = 145, rTime = 50
[04-08 15:50:55.001]create bugbear638  pos = 196121 37500, angle = 145, rTime = 50
[04-08 15:50:55.001]create bugbear638  pos = 193033 32721, angle = 145, rTime = 50
[04-08 15:50:55.001]create bugbear638  pos = 199117 26553, angle = 145, rTime = 50
[04-08 15:50:55.001]create bugbear638  pos = 198948 22495, angle = 145, rTime = 50
[04-08 15:50:55.001]create bugbear638  pos = 194766 18046, angle = 145, rTime = 50
[04-08 15:50:55.001]create bugbear638  pos = 194448 18683, angle = 145, rTime = 50
[04-08 15:50:55.001]create bugbear638  pos = 195468 18694, angle = 145, rTime = 50
[04-08 15:50:55.001]create bugbear638  pos = 190357 12928, angle = 145, rTime = 50
[04-08 15:50:55.001]create bugbear638  pos = 190305 13852, angle = 145, rTime = 50
[04-08 15:50:55.001]create bugbear638  pos = 190327 14602, angle = 145, rTime = 50
[04-08 15:50:55.001]create bugbear638  pos = 188116 9226, angle = 145, rTime = 50
[04-08 15:50:55.001]create bugbear638  pos = 188820 9256, angle = 145, rTime = 50
[04-08 15:50:55.001]create bugbear638  pos = 189526 9285, angle = 145, rTime = 50
[04-08 15:50:55.001]create bugbear638  pos = 190504 9331, angle = 145, rTime = 50
[04-08 15:50:55.001]create bugbear638  pos = 191294 9356, angle = 145, rTime = 50
[04-08 15:50:55.001]create bugbear638  pos = 189499 10657, angle = 145, rTime = 50
[04-08 15:50:55.001]create bugbear638  pos = 189433 11846, angle = 145, rTime = 50
[04-08 15:50:55.001]create bugbear638  pos = 188511 11881, angle = 145, rTime = 50
[04-08 15:50:55.001]create bugbear638  pos = 190283 11947, angle = 145, rTime = 50
[04-08 15:50:55.001]create bugbear638  pos = 182205 13542, angle = 145, rTime = 50
[04-08 15:50:55.001]create bugbear638  pos = 183325 14830, angle = 145, rTime = 50
[04-08 15:50:55.001]create bugbear638  pos = 177121 16665, angle = 145, rTime = 50
[04-08 15:50:55.001]create bugbear638  pos = 170194 12074, angle = 145, rTime = 50
[04-08 15:50:55.001]create bugbear638  pos = 165676 16148, angle = 145, rTime = 50
[04-08 15:50:55.001]create bugbear638  pos = 167270 20474, angle = 145, rTime = 50
[04-08 15:50:55.001]create bugbear638  pos = 170000 18747, angle = 145, rTime = 50
[04-08 15:50:55.001]create bugbear638  pos = 171040 21196, angle = 145, rTime = 50
[04-08 15:50:55.001]create bugbear638  pos = 172508 23429, angle = 145, rTime = 50
[04-08 15:50:55.001]create bugbear638  pos = 168004 15673, angle = 145, rTime = 50
[04-08 15:50:55.001]create bugbear638  pos = 176546 20095, angle = 145, rTime = 50
[04-08 15:50:55.001]create bugbear638  pos = 186437 19425, angle = 145, rTime = 50
[04-08 15:50:55.001]create bugbear638  pos = 188235 20925, angle = 145, rTime = 50
[04-08 15:50:55.001]create bugbear638  pos = 191876 29911, angle = 145, rTime = 50
[04-08 15:50:55.001]create bugbear638  pos = 196471 37487, angle = 145, rTime = 50
[04-08 15:50:55.001]create bugbear638  pos = 202938 38499, angle = 145, rTime = 50
[04-08 15:50:55.001]create bugbear638  pos = 204685 38425, angle = 145, rTime = 50
[04-08 15:50:55.001]create bugbear611  pos = 223439 33235, angle = 250, rTime = 50
[04-08 15:50:55.001]create bugbear611  pos = 223983 33466, angle = 205, rTime = 50
[04-08 15:50:55.001]create bugbear611  pos = 226145 39171, angle = 115, rTime = 50
