//ID	模型文件名	中文名称	类型	类型参数1	类型参数2	Special Parameter	平行光影响	点光源影响	风格	Sign	背景色开关	受地表阴影印象
917	FB_jitan_0012.lmo	FB_jitan_0012.lm	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
918	FB_KLLD_fenmu_0001.lmo	FB_KLLD_fenmu_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
919	FB_KLLD_fenmu_0002.lmo	FB_KLLD_fenmu_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
920	FB_KLLD_fenmu_0003.lmo	FB_KLLD_fenmu_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
921	FB_KLLD_fenmu_0004.lmo	FB_KLLD_fenmu_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
922	FB_KLLD_fenmu_0005.lmo	FB_KLLD_fenmu_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
923	FB_KLLD_fenmu_0006.lmo	FB_KLLD_fenmu_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
924	FB_KLLD_guanmu_01.lmo	FB_KLLD_guanmu_0	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
925	FB_KLLD_guanmu_02.lmo	FB_KLLD_guanmu_0	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
926	FB_KLLD_guanmu_03.lmo	FB_KLLD_guanmu_0	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
927	FB_KLLD_house_0004.lmo	FB_KLLD_house_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
928	FB_KLLD_house_0005.lmo	FB_KLLD_house_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
929	FB_KLLD_house_0008.lmo	FB_KLLD_house_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
930	FB_KLLD_house_0009_01.lmo	FB_KLLD_house_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
931	FB_KLLD_house_0009_02.lmo	FB_KLLD_house_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
932	FB_KLLD_house_0010.lmo	FB_KLLD_house_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
933	FB_KLLD_huopen_0001.lmo	FB_KLLD_huopen_0	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
934	FB_KLLD_kuloudui_0001.lmo	FB_KLLD_kuloudui	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
935	FB_KLLD_kushu_0001.lmo	FB_KLLD_kushu_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
936	FB_KLLD_kushu_0002.lmo	FB_KLLD_kushu_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
937	FB_KLLD_kushu_0003.lmo	FB_KLLD_kushu_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
938	FB_KLLD_kushu_0004.lmo	FB_KLLD_kushu_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
939	FB_KLLD_LD_0001.lmo	FB_KLLD_LD_0001.	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
940	FB_KLLD_other_0001.lmo	FB_KLLD_other_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
941	FB_KLLD_other_0002.lmo	FB_KLLD_other_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
942	FB_KLLD_other_0003.lmo	FB_KLLD_other_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
943	FB_KLLD_qiao_0002.lmo	FB_KLLD_qiao_000	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
944	FB_KLLD_qiao_0004.lmo	FB_KLLD_qiao_000	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
945	FB_KLLD_qizi_0001.lmo	FB_KLLD_qizi_000	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
946	FB_KLLD_shu_01.lmo	FB_KLLD_shu_01.l	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
947	FB_KLLD_shu_02.lmo	FB_KLLD_shu_02.l	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
948	FB_KLLD_shu_03.lmo	FB_KLLD_shu_03.l	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
949	FB_KLLD_taijie_0001.lmo	FB_KLLD_taijie_0	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
950	FB_KLLD_taijie_0002.lmo	FB_KLLD_taijie_0	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
951	FB_KLLD_taijie_0003.lmo	FB_KLLD_taijie_0	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
952	FB_KLLD_taizi_0001.lmo	FB_KLLD_taizi_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
953	FB_KLLD_taizi_0002.lmo	FB_KLLD_taizi_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
954	FB_KLLD_taizi_0003.lmo	FB_KLLD_taizi_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
955	FB_KLLD_taizi_0004.lmo	FB_KLLD_taizi_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
956	FB_KLLD_taizi_0005.lmo	FB_KLLD_taizi_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
957	FB_KLLD_taizi_0006.lmo	FB_KLLD_taizi_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
958	FB_KLLD_taizi_0007.lmo	FB_KLLD_taizi_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
959	FB_KLLD_taizi_0008.lmo	FB_KLLD_taizi_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
960	FB_KLLD_taizi_0009.lmo	FB_KLLD_taizi_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
961	FB_KLLD_taizi_0010.lmo	FB_KLLD_taizi_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
962	FB_KLLD_taizi_0011.lmo	FB_KLLD_taizi_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
963	FB_KLLD_zhalan_0001.lmo	FB_KLLD_zhalan_0	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
964	FB_KLLD_zhalan_0002.lmo	FB_KLLD_zhalan_0	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
965	FB_LYMK_baozuo_01.lmo	FB_LYMK_baozuo_0	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
966	FB_LYMK_diaosu_01.lmo	FB_LYMK_diaosu_0	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
967	FB_LYMK_diaosu_02.lmo	FB_LYMK_diaosu_0	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
968	FB_LYMK_dibanzhuan_01.lmo	FB_LYMK_dibanzhu	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
969	FB_LYMK_dibanzhuan_02.lmo	FB_LYMK_dibanzhu	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
970	FB_LYMK_louti_01.lmo	FB_LYMK_louti_01	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
971	FB_LYMK_rukou_01.lmo	FB_LYMK_rukou_01	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
972	FB_MMHJ_men_01.lmo	FB_MMHJ_men_01.l	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
973	FB_MMHJ_zhiwu_01.lmo	FB_MMHJ_zhiwu_01	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
974	FB_MMHJ_zhiwu_02.lmo	FB_MMHJ_zhiwu_02	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
975	FB_MMHJ_zhiwu_03.lmo	FB_MMHJ_zhiwu_03	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
976	FB_MMHJ_zhiwu_04.lmo	FB_MMHJ_zhiwu_04	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
977	FB_paochuan_01.lmo	FB_paochuan_01.l	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
978	FB_paochuan_02.lmo	FB_paochuan_02.l	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
979	FB_RC_3crukou_0001.lmo	FB_RC_3crukou_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
980	FB_RC_buji_01.lmo	FB_RC_buji_01.lm	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
981	FB_RC_changlang_01.lmo	FB_RC_changlang_	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
982	FB_RC_changlang_02.lmo	FB_RC_changlang_	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
983	FB_RC_changlang_03.lmo	FB_RC_changlang_	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
984	FB_RC_dizuo_01.lmo	FB_RC_dizuo_01.l	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
985	FB_RC_dizuo_02.lmo	FB_RC_dizuo_02.l	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
986	FB_RC_dizuo_03.lmo	FB_RC_dizuo_03.l	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
987	FB_RC_GYDZ_0001.lmo	FB_RC_GYDZ_0001.	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
988	FB_RC_JDFS_rukou_0001.lmo	FB_RC_JDFS_rukou	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
989	FB_RC_jianyu_01.lmo	FB_RC_jianyu_01.	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
990	FB_RC_jianyu_02.lmo	FB_RC_jianyu_02.	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
991	FB_RC_jianyu_03.lmo	FB_RC_jianyu_03.	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
992	FB_RC_jianyu_04.lmo	FB_RC_jianyu_04.	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
993	FB_RC_JYMT_rukou_0001.lmo	FB_RC_JYMT_rukou	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
994	FB_RC_SHBJJD_rukou_0001.lmo	FB_RC_SHBJJD_ruk	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
995	FB_RC_SLTY_rukou_0001.lmo	FB_RC_SLTY_rukou	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
996	FB_RC_SMBZDYS_rukou_0001.lmo	FB_RC_SMBZDYS_ru	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
997	FB_RC_tuyangrukou_0001.lmo	FB_RC_tuyangruko	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
998	FB_RC_WJSL_rukou_0001.lmo	FB_RC_WJSL_rukou	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
999	FB_RC_wucengrukou_0001.lmo	FB_RC_wucengruko	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1000	FB_rukou_migong.lmo	FB_rukou_migong.	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1001	FB_SDHJ_baoshitai_0001.lmo	FB_SDHJ_baoshita	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1002	FB_SDHJ_chuansongtai_0001.lmo	FB_SDHJ_chuanson	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1003	FB_SDHJ_feixu_0002.lmo	FB_SDHJ_feixu_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1004	FB_SDHJ_feixu_0004.lmo	FB_SDHJ_feixu_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1005	FB_SDHJ_huanxingfeixu_0001.lmo	FB_SDHJ_huanxing	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1006	FB_SDHJ_qiangbaobian_0001.lmo	FB_SDHJ_qiangbao	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1007	FB_SDHJ_qiangbaobian_0002.lmo	FB_SDHJ_qiangbao	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1008	FB_SDHJ_qiangbaobian_0003.lmo	FB_SDHJ_qiangbao	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1009	FB_SDHJ_qiangbaobian_0004.lmo	FB_SDHJ_qiangbao	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1010	FB_SDHJ_shu_0001.lmo	FB_SDHJ_shu_0001	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1011	FB_SDHJ_shu_0002.lmo	FB_SDHJ_shu_0002	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1012	FB_SDHJ_shu_0003.lmo	FB_SDHJ_shu_0003	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1013	FB_SGSD_bosstaizi_0001.lmo	FB_SGSD_bosstaiz	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1014	FB_SGSD_chushengdi_0001.lmo	FB_SGSD_chusheng	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1015	FB_SGSD_men_0001.lmo	FB_SGSD_men_0001	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1016	FB_SLBL_qiang_0001.lmo	FB_SLBL_qiang_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1017	FB_SLBL_qiang_0002.lmo	FB_SLBL_qiang_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1018	FB_SLBL_qiang_0003.lmo	FB_SLBL_qiang_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1019	FB_SLBL_qiang_0004.lmo	FB_SLBL_qiang_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1020	FB_SLBL_qiang_0005.lmo	FB_SLBL_qiang_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1021	FB_SLBL_qiang_0006_01.lmo	FB_SLBL_qiang_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1022	FB_SLBL_qiang_0006_02.lmo	FB_SLBL_qiang_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1023	FB_SLBL_rukou_0003.lmo	FB_SLBL_rukou_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1024	FB_SLBL_taizi_0001.lmo	FB_SLBL_taizi_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1025	FB_SLBL_xiaoweilan_0001.lmo	FB_SLBL_xiaoweil	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1026	FB_SLBL_xiaoweilan_0002.lmo	FB_SLBL_xiaoweil	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1027	FB_swzl_0001.lmo	FB_swzl_0001.lmo	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1028	FB_swzl_0001_01.lmo	FB_swzl_0001_01.	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1029	FB_swzl_0002.lmo	FB_swzl_0002.lmo	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1030	FB_swzl_0002_01.lmo	FB_swzl_0002_01.	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1031	FB_swzl_0003.lmo	FB_swzl_0003.lmo	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1032	FB_swzl_0003_01.lmo	FB_swzl_0003_01.	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1033	FB_swzl_0005_01.lmo	FB_swzl_0005_01.	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1034	FB_swzl_0007.lmo	FB_swzl_0007.lmo	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1035	FB_swzl_0008.lmo	FB_swzl_0008.lmo	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1036	FB_tt-2_Bossshizhu_0001.lmo	FB_tt-2_Bossshiz	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1037	FB_tt-2_Bosstaizi_01_01.lmo	FB_tt-2_Bosstaiz	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1038	FB_tt-2_Bosstaizi_01_02.lmo	FB_tt-2_Bosstaiz	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1039	FB_ttt3_diaoxiang_0001.lmo	FB_ttt3_diaoxian	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1040	FB_ttt3_diaoxiang_0002.lmo	FB_ttt3_diaoxian	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1041	FB_ttt3_louti_0001.lmo	FB_ttt3_louti_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1042	FB_ttt3_louti_0002.lmo	FB_ttt3_louti_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1043	FB_ttt3_penquan_0001.lmo	FB_ttt3_penquan_	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1044	FB_ttt3_qiang_0001.lmo	FB_ttt3_qiang_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1045	FB_ttt3_qiang_0002.lmo	FB_ttt3_qiang_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1046	FB_ttt3_qiang_0003.lmo	FB_ttt3_qiang_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1047	FB_ttt3_qiang_0004.lmo	FB_ttt3_qiang_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1048	FB_ttt3_qiang_0005.lmo	FB_ttt3_qiang_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1049	FB_ttt3_qiang_0006.lmo	FB_ttt3_qiang_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1050	FB_ttt3_qiang_0007.lmo	FB_ttt3_qiang_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1051	FB_ttt3_taijie_0001.lmo	FB_ttt3_taijie_0	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1052	FB_ttt3_xiejie_0001.lmo	FB_ttt3_xiejie_0	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1053	FB_ttt3_zhuzi_0001.lmo	FB_ttt3_zhuzi_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1054	FB_ttts_diaoxiang_0001.lmo	FB_ttts_diaoxian	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1055	FB_ttts_diaoxiang_0002.lmo	FB_ttts_diaoxian	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1056	FB_ttts_louti_0001.lmo	FB_ttts_louti_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1057	FB_ttts_louti_0002.lmo	FB_ttts_louti_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1058	FB_ttts_penquan_0001.lmo	FB_ttts_penquan_	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1059	FB_ttts_qiang_0001.lmo	FB_ttts_qiang_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1060	FB_ttts_qiang_0002.lmo	FB_ttts_qiang_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1061	FB_ttts_qiang_0003.lmo	FB_ttts_qiang_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1062	FB_ttts_qiang_0004.lmo	FB_ttts_qiang_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1063	FB_ttts_qiang_0005.lmo	FB_ttts_qiang_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1064	FB_ttts_qiang_0006.lmo	FB_ttts_qiang_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1065	FB_ttts_qiang_0007.lmo	FB_ttts_qiang_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1066	FB_ttts_taijie_0001.lmo	FB_ttts_taijie_0	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1067	FB_ttts_xiejie_0001.lmo	FB_ttts_xiejie_0	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1068	FB_ttts_zhuzi_0001.lmo	FB_ttts_zhuzi_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1069	FB_TTT_diaosu_01.lmo	FB_TTT_diaosu_01	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1070	FB_TTT_shangrukou_0001.lmo	FB_TTT_shangruko	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1071	FB_TTT_shangrukou_0002.lmo	FB_TTT_shangruko	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1072	FB_TTT_shangrukou_0003.lmo	FB_TTT_shangruko	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1073	FB_TTT_shangrukou_0004.lmo	FB_TTT_shangruko	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1074	FB_XSGB_dixiaqiang_0001.lmo	FB_XSGB_dixiaqia	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1075	FB_XSGB_dixiaqiang_0002.lmo	FB_XSGB_dixiaqia	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1076	FB_XSGB_dixiaqiang_0003.lmo	FB_XSGB_dixiaqia	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1077	FB_XSGB_dixiaqiang_0004.lmo	FB_XSGB_dixiaqia	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1078	FB_XSGB_dixiaqiang_0005.lmo	FB_XSGB_dixiaqia	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1079	FB_XSGB_dixiaqiang_0006.lmo	FB_XSGB_dixiaqia	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1080	FB_XSGB_dixiaqiang_0007.lmo	FB_XSGB_dixiaqia	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1081	FB_XSGB_dixiaqiang_0008.lmo	FB_XSGB_dixiaqia	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1082	FB_XSGB_dixiaqiang_0011.lmo	FB_XSGB_dixiaqia	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1083	FB_XSGB_dixiaqiang_0013.lmo	FB_XSGB_dixiaqia	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1084	FB_XSGB_kuijia_0001.lmo	FB_XSGB_kuijia_0	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1085	FB_XSGB_lazhudeng_0001.lmo	FB_XSGB_lazhuden	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1086	FB_XSGB_qiang_0001.lmo	FB_XSGB_qiang_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1087	FB_XSGB_qiang_0002.lmo	FB_XSGB_qiang_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1088	FB_XSGB_qiang_0003.lmo	FB_XSGB_qiang_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1089	FB_XSGB_qiang_0004.lmo	FB_XSGB_qiang_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1090	FB_XSGB_qiang_0005.lmo	FB_XSGB_qiang_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1091	FB_XSGB_qiang_0006.lmo	FB_XSGB_qiang_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1092	FB_XSGB_qiang_0007.lmo	FB_XSGB_qiang_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1093	FB_XSGB_qiang_0008.lmo	FB_XSGB_qiang_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
1094	FB_XSGB_qiang_0009.lmo	FB_XSGB_qiang_00	0	0,0,0,0,0,0,0,0,0,0,0,0	0	0	0	0	7	0	0	0
