//ID	Item Name	ICON	Item Model	Lance Texture	Carsise Texture	Phyllis Texture	Ami Texture	Ship Symbol	ship siz number	Type	obtain prefix rate	set ID	Forging Level	Stable value	only ID	Tradeable Or Not	picked	Discard	Confirm to delete	stackable	is it instantiation	SELLING PRICE	Lance=1,Carise=2,Phyliss=3,Ami=4	Character Level	Class	Character Nick	Character Reputation	item can equip location	item switch location	item obtain into location determine	Str modulus bonus	Agi modulus bonus	Dex modulus bonus	Con modulus bonus	Spr modulus bonus	Luk modulus bonus	ASPD Bonus	????????	?????????	?????????	Percent Def Bonus	Percent HP Bonus	Percent SP  Bonus	flee modulus bonus	Hit modulus bonus	crt modulus bonus	mf modulus bonus	hrec modulus bonus	srec modulus bonus	mspd modulus bonus	col modulus bonus	STR (STAT)	AGI (STAT)	ACC (STAT)	CON (STAT)	SPR (STAT)	Lukconstant bonus	????????	????????	Min Attack Power	Max Attack Power	+ Defense	+ Max HP Bonus	+ Max SP Bonus	+ Dodge Rate Bonus	hitconstant bonus	crtconstant bonus	mfconstant bonus	HP Recovery Speed Bonus	SP Recovery Speed Bonus	+ MSPD Bonus	colconstant bonus	Physical Resist	item left hand exert identifier	Item Energy	Durability	Max instantiation hole value	Ship durability recovered	can contain cannon quantity	ship member count	member label	Cargo Capacity	Fuel consumption	Cannonball Path of Flight speed	ship movement speed	usage effect	display effect	item bind effect	item bind effect dummy	Display item effect (item put at object slot 1 to show effect)	item drop model effect	item usage effect	Description (Item level)	Remark
7016	Kimono Head	e1386	10110001	0	0	0002998901	0003012101	0	0	20	0	0	0	0	1	1	1	1	1	1	1	0	3,4,-2,-2	0	-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	19,-2,-2,-2,-2,-2,-2,-2,-2,-2	-1,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	25000,25000	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0	0	0	1
7017	Kimono Body	e1387	10110002	0	0	0002998902	0003012102	0	0	22	0	0	0	0	1	1	1	1	1	1	1	0	3,4,-2,-2	0	-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	21,-2,-2,-2,-2,-2,-2,-2,-2,-2	-1,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	25000,25000	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0	0	0	1
7018	Kimono Glove	e1388	10110003	0	0	0002998903	0003012103	0	0	23	0	0	0	0	1	1	1	1	1	1	1	0	3,4,-2,-2	0	-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	22,-2,-2,-2,-2,-2,-2,-2,-2,-2	-1,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	25000,25000	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0	0	0	1
7019	Kimono Boot	e1389	10110004	0	0	0002998904	0003012104	0	0	24	0	0	0	0	1	1	1	1	1	1	1	0	3,4,-2,-2	0	-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	23,-2,-2,-2,-2,-2,-2,-2,-2,-2	-1,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	25000,25000	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0	0	0	1
7024	Pirate's Hook	w0413	10100002	01070046	0	03070046	04070046	0	0	7	0	0	0	7	1	1	1	1	1	1	1	0	1,3,4,-2	0	4,16,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	9,-2,-2,-2,-2,-2,-2,-2,-2,-2	-1,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,1	1,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	25000,25000	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0	0	0	1
7025	Light Saber	w0385	10100001	01010086	02010086	01010086	0	0	0	1	0	0	0	7	1	1	1	1	1	1	1	0	3,2,1,-2	0	1,8,9,10,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	9,6,-2,-2,-2,-2,-2,-2,-2,-2	-1,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,1	1,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1	0,0	25000,25000	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0	0	0	1
7026	Paper Strips	w0414	10100002	01070048	0	03070048	04070048	0	0	7	0	0	0	7	1	1	1	1	1	1	1	0	1,3,4,-2	0	4,16,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	9,-2,-2,-2,-2,-2,-2,-2,-2,-2	-1,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,1	1,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	25000,25000	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0	0	0	1
7027	Dagger	w0415	10100002	01070049	0	03070049	04070049	0	0	7	0	0	0	7	1	1	1	1	1	1	1	0	1,3,4,-2	0	4,16,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	9,-2,-2,-2,-2,-2,-2,-2,-2,-2	-1,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,1	1,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	25000,25000	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0	0	0	1
7028	Sword	w0416	10100002	01070050	0	03070050	04070050	0	0	7	0	0	0	7	1	1	1	1	1	1	1	0	1,3,4,-2	0	4,16,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	9,-2,-2,-2,-2,-2,-2,-2,-2,-2	-1,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,1	1,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	25000,25000	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0	0	0	1
7029	Broken Bottle	w0391	10100002	01070051	0	03070051	04070051	0	0	7	0	0	0	7	1	1	1	1	1	1	1	0	1,3,4,-2	0	4,16,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	9,-2,-2,-2,-2,-2,-2,-2,-2,-2	-1,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,1	1,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	25000,25000	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0	0	0	1
7030	Bamboo	w0417	10100001	01010088	02010088	02010088	02010088	0	0	1	0	0	0	7	1	1	1	1	1	1	1	0	3,2,1,-2	0	1,8,9,10,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	9,6,-2,-2,-2,-2,-2,-2,-2,-2	-1,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,1	1,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1	0,0	25000,25000	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0	0	0	1
7031	Baseball Bat	w0418	10100001	01010089	01010089	01010089	0	0	0	1	0	0	0	7	1	1	1	1	1	1	1	0	3,2,1,-2	0	1,8,9,10,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	9,6,-2,-2,-2,-2,-2,-2,-2,-2	-1,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,1	1,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1	0,0	25000,25000	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0	0	0	1
7032	Chainsaw	w0419	10100002	01020090	01020090	0	0	0	0	2	0	0	0	7	1	1	1	1	1	1	1	0	2,1,-2,-2	0	1,8,9,10,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	9,-2,-2,-2,-2,-2,-2,-2,-2,-2	9,6,-2,-2,-2,-2,-2,-2,-2,-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,1	1,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	25000,25000	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0	0	0	1
7033	Pole	w0420	10100002	01020091	02020091	0	0	0	0	2	0	0	0	7	1	1	1	1	1	1	1	0	2,1,-2,-2	0	1,8,9,10,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	9,-2,-2,-2,-2,-2,-2,-2,-2,-2	9,6,-2,-2,-2,-2,-2,-2,-2,-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,1	1,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	25000,25000	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0	0	0	1
7034	Light Pole	w0422	10100002	01020092	02020092	0	0	0	0	2	0	0	0	7	1	1	1	1	1	1	1	0	2,1,-2,-2	0	1,8,9,10,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	29,-2,-2,-2,-2,-2,-2,-2,-2,-2	9,6,-2,-2,-2,-2,-2,-2,-2,-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,1	1,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	25000,25000	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0	0	0	1
7035	Zampaktou	w0398	10100002	01020093	02020093	0	0	0	0	2	0	0	0	7	1	1	1	1	1	1	1	0	2,1,-2,-2	0	1,8,9,10,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	9,-2,-2,-2,-2,-2,-2,-2,-2,-2	9,6,-2,-2,-2,-2,-2,-2,-2,-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,1	1,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	25000,25000	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0	0	0	1
7036	Rum Barrel	w0399	10100002	01020094	02020094	0	0	0	0	2	0	0	0	7	1	1	1	1	1	1	1	0	2,1,-2,-2	0	1,8,9,10,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	9,-2,-2,-2,-2,-2,-2,-2,-2,-2	9,6,-2,-2,-2,-2,-2,-2,-2,-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,1	1,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	25000,25000	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0	0	0	1
7037	Banana	w0400	10100004	01040047	0	03040047	0	0	0	4	0	0	0	7	1	1	1	1	1	1	1	0	1,3,-2,-2	0	2,11,12,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	9,-2,-2,-2,-2,-2,-2,-2,-2,-2	9,6,-2,-2,-2,-2,-2,-2,-2,-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,1	1,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	25000,25000	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0	0	0	1
7038	Super Soaker	w0401	10100004	01040048	0	03040048	0	0	0	4	0	0	0	7	1	1	1	1	1	1	1	0	1,3,-2,-2	0	2,11,12,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	9,-2,-2,-2,-2,-2,-2,-2,-2,-2	9,6,-2,-2,-2,-2,-2,-2,-2,-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,1	1,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	25000,25000	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0	0	0	1
7039	Water Pistol	w0402	10100004	01040049	0	03040049	0	0	0	4	0	0	0	7	1	1	1	1	1	1	1	0	1,3,-2,-2	0	2,11,12,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	9,-2,-2,-2,-2,-2,-2,-2,-2,-2	9,6,-2,-2,-2,-2,-2,-2,-2,-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,1	1,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	25000,25000	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0	0	0	1
7040	Bazooka	w0403	10100004	01040050	0	03040050	0	0	0	4	0	0	0	7	1	1	1	1	1	1	1	0	1,3,-2,-2	0	2,11,12,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	9,-2,-2,-2,-2,-2,-2,-2,-2,-2	9,6,-2,-2,-2,-2,-2,-2,-2,-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,1	1,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	25000,25000	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0	0	0	1
7041	Salted Sword Fish	w0404	10100004	01040051	0	03040051	0	0	0	4	0	0	0	7	1	1	1	1	1	1	1	0	1,3,-2,-2	0	2,11,12,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	9,-2,-2,-2,-2,-2,-2,-2,-2,-2	9,6,-2,-2,-2,-2,-2,-2,-2,-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,1	1,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	25000,25000	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0	0	0	1
7042	Lightning Gun	w0405	10100004	01040052	0	03040052	0	0	0	4	0	0	0	7	1	1	1	1	1	1	1	0	1,3,-2,-2	0	2,11,12,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	9,-2,-2,-2,-2,-2,-2,-2,-2,-2	9,6,-2,-2,-2,-2,-2,-2,-2,-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,1	1,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	25000,25000	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0	0	0	1
7043	Shotgun	w0406	10100004	01040053	0	03040053	0	0	0	4	0	0	0	7	1	1	1	1	1	1	1	0	1,3,-2,-2	0	2,11,12,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	9,-2,-2,-2,-2,-2,-2,-2,-2,-2	9,6,-2,-2,-2,-2,-2,-2,-2,-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,1	1,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	25000,25000	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0	0	0	1
7045	Fishing Pole	w0408	10100009	0	0	03090092	04090092	0	0	9	0	0	0	7	1	1	1	1	1	1	1	0	3,4,-2,-2	0	5,13,14,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	9,-2,-2,-2,-2,-2,-2,-2,-2,-2	9,6,-2,-2,-2,-2,-2,-2,-2,-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,1	1,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	25000,25000	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0	0	0	1
7046	Big Lollipop	w0409	10100009	0	0	03090093	04090093	0	0	9	0	0	0	7	1	1	1	1	1	1	1	0	3,4,-2,-2	0	5,13,14,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	9,-2,-2,-2,-2,-2,-2,-2,-2,-2	9,6,-2,-2,-2,-2,-2,-2,-2,-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,1	1,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	25000,25000	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0	0	0	1
7047	Flag	w0410	10100009	0	0	03090094	04090094	0	0	9	0	0	0	7	1	1	1	1	1	1	1	0	3,4,-2,-2	0	5,13,14,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	9,-2,-2,-2,-2,-2,-2,-2,-2,-2	9,6,-2,-2,-2,-2,-2,-2,-2,-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,1	1,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	25000,25000	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0	0	0	1
7048	Shepherd's Stick	w0411	10100009	0	0	03090095	04090095	0	0	9	0	0	0	7	1	1	1	1	1	1	1	0	3,4,-2,-2	0	5,13,14,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	9,-2,-2,-2,-2,-2,-2,-2,-2,-2	9,6,-2,-2,-2,-2,-2,-2,-2,-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,1	1,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	25000,25000	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0	0	0	1
7049	Fan	w0412	10100009	0	0	03090096	04090096	0	0	9	0	0	0	7	1	1	1	1	1	1	1	0	3,4,-2,-2	0	5,13,14,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	9,-2,-2,-2,-2,-2,-2,-2,-2,-2	9,6,-2,-2,-2,-2,-2,-2,-2,-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,1	1,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	25000,25000	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0	0	0	1
7108	Great Gem of Rage	n1182	redstone01	0	0	0	0	0	0	49	0	0	0	0	0	1	1	1	1	1	1	5000	-1,-2,-2,-2	0	-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	-1,-2,-2,-2,-2,-2,-2,-2,-2,-2	-1,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,10	0,0	0	0	0	0	0	0	0	0	0	ItemUse_GemConvert	0	0	0	0,0	0	0	Can be forged into swords and greatswords (Double click to convert to voucher)	1
7109	Great Gem of Soul	n1532	yellowstone01	0	0	0	0	0	0	49	0	0	0	0	0	1	1	1	1	1	1	20000	-1,-2,-2,-2	0	-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	-1,-2,-2,-2,-2,-2,-2,-2,-2,-2	-1,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,10	0,0	0	0	0	0	0	0	0	0	0	ItemUse_GemConvert	0	0	0	0,0	0	0	Can be forged into all weapons (Double click to convert to voucher)	1
7110	Great Gem of Striking	n1183	redstone01	0	0	0	0	0	0	49	0	0	0	0	0	1	1	1	1	1	1	5000	-1,-2,-2,-2	0	-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	-1,-2,-2,-2,-2,-2,-2,-2,-2,-2	-1,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,10	0,0	0	0	0	0	0	0	0	0	0	ItemUse_GemConvert	0	0	0	0,0	0	0	Can be forged into gloves (Double click to convert to voucher)	1
7111	Great Gem of Colossus	n1183	redstone01	0	0	0	0	0	0	49	0	0	0	0	0	1	1	1	1	1	1	5000	-1,-2,-2,-2	0	-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	-1,-2,-2,-2,-2,-2,-2,-2,-2,-2	-1,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,10	0,0	0	0	0	0	0	0	0	0	0	ItemUse_GemConvert	0	0	0	0,0	0	0	Can be forged into armor or shield (Double click to convert to voucher)	1
7112	Great Gem of Wind	n1183	redstone01	0	0	0	0	0	0	49	0	0	0	0	0	1	1	1	1	1	1	5000	-1,-2,-2,-2	0	-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	-1,-2,-2,-2,-2,-2,-2,-2,-2,-2	-1,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,10	0,0	0	0	0	0	0	0	0	0	0	ItemUse_GemConvert	0	0	0	0,0	0	0	Can be forged into boots. (Double click to convert to voucher)	1
7125	Angela	n2526	10130005	0	0	0	0	0	0	59	0	0	0	0	0	1	1	1	1	1	1	0	-1,-2,-2,-2	0	-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	-1,-2,-2,-2,-2,-2,-2,-2,-2,-2	-1,-2,-2,-2,-2,-2,-2,-2,-2,-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	240,240	5000,5000	0	0	0	0	0	0	0	0	0	0	0	0	0	4054,0	0	0	Angela	1
